Chip,SITE_ID,T2MIN,T2MAX,T2MEAN,TSMDEWMEAN,GWETROOT,LHLAND,SHLAND,SWLAND,PARDFLAND,PRECTOTLAND,GPP,date,year,month,doy,TILE_ID_x,Satellite,TILE_ID_y,num_nan,b2,b3,b4,b5,b6,b7,NDVI,EVI,GCI,NDWI,NIRv,kNDVI,PFT_CRO,PFT_DBF,PFT_ENF,PFT_GRA,PFT_SH-SA,PFT_WET,PFT,koppen_Arid,koppen_Cold,koppen_Polar,koppen_Temperate,koppen_Tropical,koppen
HLS.S30.T32TPR.2019164T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,286.8,304.26,296.21,283.41,0.58,113.54,64.25,298.93,24.583105,0.0,12.5564,2019-06-13,2019,6,164,T32TPR,S30,T32TPR,0,0.03083288,0.0547312,0.044595920000000004,0.36878968000000006,0.19535732,0.09089928000000001,0.7842405734500669,0.5768085341692865,0.22726922104084846,0.3074240579139835,0.2892198301256667,0.5476604451592355,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019174T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,291.08,305.51,298.69,289.72,0.54,100.02,78.66,286.57,28.664505,0.0,13.2338,2019-06-23,2019,6,174,T32TPR,S30,T32TPR,0,0.03772664,0.05975592000000002,0.051207680000000005,0.37089384,0.20448856,0.09570488,0.7573679431431565,0.5728361952563137,0.16693277258411254,0.28920815096186464,0.28090310472526697,0.5180027652531122,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019264T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,282.88,297.72,290.3,280.6,0.49,35.14,61.99,185.17,21.550364,0.0,7.93619,2019-09-21,2019,9,264,T32TPR,S30,T32TPR,0,0.02730956,0.044870320000000005,0.03661372000000001,0.27941235999999997,0.16616244000000002,0.08073692,0.7682867186151218,0.4689865348189528,0.22550563012990743,0.2541658998668685,0.21466880520490708,0.5300857991382741,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019299T101029.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,285.86,296.49,290.13,283.93,0.56,27.91,18.17,114.5,17.494295,0.0,6.14466,2019-10-26,2019,10,299,T32TPR,S30,T32TPR,0,0.02618856,0.04431036,0.03688372,0.23733536,0.14975144,0.07365308,0.7309908559243944,0.397020898391147,0.2013527919635003,0.22626429007654092,0.17348997794752427,0.4886974234629008,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019314T101241.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,278.8,286.97,281.96,279.2,0.65,17.86,17.05,81.96,16.522875,0.0,2.7947,2019-11-10,2019,11,314,T32TPR,S30,T32TPR,0,0.02361148,0.04305972,0.03418236,0.236078,0.14256768000000003,0.06930384,0.7470412605089403,0.3992917222740357,0.2597058833854655,0.24695995475242177,0.1763600066984296,0.5065445280914679,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019339T101309.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,271.42,281.17,275.59,273.88,0.83,13.98,7.93,69.49,11.690644,0.0,0.203938,2019-12-05,2019,12,339,T32TPR,S30,T32TPR,0,0.028148040000000003,0.04251676000000001,0.037863839999999996,0.18995696,0.13308308000000002,0.07694812,0.6675997977357644,0.31527648116791823,0.1228855815997536,0.17605829915078014,0.12681522807450069,0.4183493272196389,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2019359T101329.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,277.68,286.28,280.46,277.52,0.88,25.05,-26.07,68.62,8.63868,0.0,0.889942,2019-12-25,2019,12,359,T32TPR,S30,T32TPR,0,0.026530240000000004,0.04080724,0.03615172,0.17786904,0.12701736,0.0740356,0.6621662309768455,0.2962807672865327,0.12877727532742567,0.16678894171730851,0.11777887182426977,0.4123705434689025,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020029T101251.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,277.34,286.51,280.69,276.39,0.86,38.62,-22.53,94.91,10.472533,0.0,3.51274,2020-01-29,2020,1,29,T32TPR,S30,T32TPR,0,0.024934080000000004,0.03853016,0.03659780000000001,0.17530156,0.12583000000000003,0.07335344,0.6545737561453701,0.28708034544677163,0.052799895075660075,0.16428553685970335,0.11474780058734295,0.40403919712776865,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020044T101029.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,274.67,286.17,280.13,274.93,0.83,32.76,9.75,111.27,15.982471,1.5e-05,2.24522,2020-02-13,2020,2,44,T32TPR,S30,T32TPR,0,0.032956,0.04756080000000001,0.046503680000000006,0.18783028000000002,0.15162736,0.09383448,0.6030990983978592,0.28967910956751064,0.02273196443808323,0.1066493009260302,0.11328027251981747,0.34849398147746197,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020084T100649.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,272.27,284.42,278.35,271.1,0.76,72.01,38.12,192.14,21.667841,0.0,7.44568,2020-03-24,2020,3,84,T32TPR,S30,T32TPR,0,0.035471560000000006,0.05505756000000001,0.049963600000000004,0.21849616000000002,0.16132772,0.09881768,0.6277758722573543,0.33646189496453666,0.10195342209128255,0.15051302198271477,0.13716661742888248,0.3748915981285777,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020094T100549.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,277.46,288.89,283.11,274.02,0.73,71.23,41.3,209.94,25.07659,0.0,8.76494,2020-04-03,2020,4,94,T32TPR,S30,T32TPR,0,0.03528628,0.05866307999999999,0.05084284,0.23529136000000003,0.16342812000000004,0.09851376,0.6446224184316312,0.3614649448111404,0.15381202151571371,0.1802350865826771,0.1516740855192676,0.3931648452777807,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020114T100549.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,280.21,295.06,287.66,278.83,0.63,88.9,51.35,246.22,26.98572,0.0,11.1118,2020-04-23,2020,4,114,T32TPR,S30,T32TPR,0,0.03495716,0.06224292000000001,0.044788,0.33556152,0.17323824,0.09107316,0.7644903035502714,0.5416347064395175,0.38972314012681974,0.3190317542602614,0.2565335282845905,0.5258889457160681,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020129T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,284.29,300.87,292.49,281.91,0.57,79.86,51.19,240.99,46.604492,0.0,11.5179,2020-05-08,2020,5,129,T32TPR,S30,T32TPR,0,0.0343406,0.06074952000000001,0.047829720000000006,0.36653276,0.18326676000000003,0.09580624,0.7691406808840413,0.570761018942294,0.27012075337258934,0.3333324117852994,0.2819152565927069,0.531029132645175,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020174T100559.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,293.6,306.51,300.82,285.55,0.54,98.28,73.0,291.63,25.866858,0.0,14.0737,2020-06-22,2020,6,174,T32TPR,S30,T32TPR,0,0.03155008,0.053743479999999996,0.03999696,0.34966296,0.20144892,0.09677736,0.7947083703142985,0.5721759497382417,0.34368912037314825,0.26893639091939014,0.27788008110087375,0.5591264197133419,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020179T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,294.58,307.76,301.15,289.25,0.52,90.39,81.12,286.18,30.190401,0.0,12.2767,2020-06-27,2020,6,179,T32TPR,S30,T32TPR,0,0.03769916,0.05765216,0.045241880000000005,0.35166488,0.19952084,0.09382276,0.7720276671528598,0.5715258428989208,0.27430955565949056,0.2760304457815054,0.2714950169259904,0.5342162374996025,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020184T100559.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,295.07,306.16,300.69,292.46,0.51,102.77,74.23,258.17,35.309078,6.5e-05,14.979,2020-07-02,2020,7,184,T32TPR,S30,T32TPR,0,0.02809932,0.049119359999999994,0.03520228,0.33769112000000007,0.17945304,0.07978656,0.8111938693471111,0.5651208797991931,0.3953459832715378,0.30598446669106744,0.2739329662769597,0.5770545569674669,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020189T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,291.6,302.43,297.15,283.85,0.5,69.79,119.11,268.69,31.987915,1e-06,14.6203,2020-07-07,2020,7,189,T32TPR,S30,T32TPR,0,0.033225960000000006,0.055581359999999996,0.03940536000000001,0.35743868,0.18804355999999997,0.08819396,0.8014063156901639,0.5912823737617595,0.4105025306201995,0.31054195274991914,0.28645361562395544,0.5664310192125518,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020204T100559.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,295.94,309.03,302.1,290.74,0.46,50.56,72.07,211.42,36.100559,4e-06,14.9321,2020-07-22,2020,7,204,T32TPR,S30,T32TPR,0,0.03300116,0.053905560000000005,0.03827280000000001,0.34351376,0.18063800000000002,0.08080148000000001,0.7995068239175314,0.5756474829483733,0.40845613595033536,0.3107416065911902,0.2746415952295691,0.5643622024409902,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020209T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,294.02,308.01,301.46,289.68,0.5,68.89,93.18,265.17,28.078827,0.0,6.62273,2020-07-27,2020,7,209,T32TPR,S30,T32TPR,0,0.03393340000000001,0.05473488,0.0388408,0.33910492000000003,0.1882594,0.08527640000000002,0.7944636071020992,0.5696966147029632,0.4092109328335152,0.2860366435105053,0.2694065179292688,0.5588589917063089,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020219T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,291.54,304.92,298.81,288.95,0.54,83.1,74.59,247.76,29.429312,0.0,14.1696,2020-08-06,2020,8,219,T32TPR,S30,T32TPR,0,0.026080559999999996,0.04680636,0.030751639999999997,0.31890944,0.17332260000000002,0.0752888,0.8241060171752602,0.5508381964826404,0.5220768713473494,0.29576871915936226,0.2628151884379926,0.590967001959667,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020234T100559.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,294.66,309.81,302.27,290.51,0.48,60.52,75.35,234.43,23.810171,0.0,7.26157,2020-08-21,2020,8,234,T32TPR,S30,T32TPR,0,0.033036760000000005,0.052869479999999996,0.04307308,0.31293888,0.18534336000000004,0.08825132,0.7580245337825168,0.5097186868139769,0.22743671917587505,0.2560707762733023,0.23721534861442295,0.5187303992771223,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020249T101031.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,292.23,306.06,298.54,286.51,0.5,54.93,54.87,209.22,23.090155,0.0,8.70671,2020-09-05,2020,9,249,T32TPR,S30,T32TPR,0,0.032096440000000004,0.051124600000000006,0.042768600000000004,0.28596648,0.18512340000000002,0.09230816,0.7397989895085125,0.46702190546936434,0.19537698217851407,0.2140633545343831,0.21155771293730627,0.49849579550900197,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020314T101239.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,281.96,291.74,285.59,283.48,0.6,16.64,15.03,91.47,14.247113,0.0,5.4854,2020-11-09,2020,11,314,T32TPR,S30,T32TPR,0,0.031217240000000004,0.050144560000000005,0.047187400000000004,0.21111068,0.15948556,0.08601776000000003,0.634628333280681,0.32521730040790703,0.06266842419798513,0.1393028704230782,0.13397681898615119,0.3823021721996165,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.S30.T32TPR.2020329T101341.v2.0.IT-BFt_merged.50x50pixels.tif,IT-BFt,276.54,283.82,278.86,275.63,0.61,6.74,4.31,45.13,19.724844,0.0,5.0777,2020-11-24,2020,11,329,T32TPR,S30,T32TPR,0,0.029972920000000004,0.04396176,0.04099004,0.19289672,0.15131368000000003,0.08541084,0.649488154010941,0.31281233009724574,0.07249858746173476,0.12080704127475508,0.12528413458756535,0.3984750780337346,False,True,False,False,False,False,DBF,False,False,False,True,False,Temperate
HLS.L30.T17SPS.2019112T154727.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,283.41,295.89,289.54,283.09,0.78,133.37,61.6,283.08,22.892836,0.0,7.73352,2019-04-22,2019,4,112,T17SPS,L30,T17SPS,0,0.02372952,0.04799976,0.029739120000000004,0.26859540000000004,0.12920444,0.05564048,0.8006323907806578,0.47053827422579786,0.6140275838693274,0.35040476637698004,0.21504617725468714,0.56558837121167,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019009T160631.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,281.58,287.71,285.71,281.62,0.98,108.36,-44.38,139.2,11.803318,0.0,4.01212,2019-01-09,2019,1,9,T17SPS,S30,T17SPS,0,0.01840324,0.032512599999999996,0.02523252,0.18990275999999998,0.10641864000000001,0.04809200000000001,0.765426479562069,0.34212967594618005,0.2885197356427338,0.28173503499915964,0.14535660104592046,0.5269243287272978,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019094T155829.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,283.06,293.87,287.58,282.55,0.8,124.64,40.54,251.62,29.339911,0.0,7.35906,2019-04-04,2019,4,94,T17SPS,S30,T17SPS,0,0.02463952,0.04501884,0.03252804,0.22367200000000004,0.12958984,0.058936080000000016,0.7460731075607951,0.3872308944875087,0.3840010034419534,0.2663241520793755,0.1668756641143382,0.505469091495485,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019134T155829.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,288.05,297.14,292.94,285.14,0.69,123.78,95.38,303.4,27.429529,1e-06,9.01443,2019-05-14,2019,5,134,T17SPS,S30,T17SPS,0,0.01980492,0.04618308,0.02644756,0.27916864,0.12676836,0.05257684000000001,0.8269230492362645,0.4900289463313565,0.7462132612611525,0.3754284039148933,0.230850983039941,0.5939853606196746,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019139T155911.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,293.6,304.0,298.36,292.64,0.66,95.79,118.69,301.85,24.753279,1e-05,9.34322,2019-05-19,2019,5,139,T17SPS,S30,T17SPS,0,0.0237536,0.05019684,0.029745960000000002,0.29593392,0.13468848,0.0522446,0.8173300727082066,0.5133777876633293,0.6875179015906696,0.37444740450101993,0.2418756923504246,0.5836815029346958,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019144T155829.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,295.17,308.76,300.9,293.28,0.64,78.54,115.06,283.41,39.527241,0.0,9.63024,2019-05-24,2019,5,144,T17SPS,S30,T17SPS,0,0.02309352,0.04817224,0.028607600000000004,0.2820232,0.13014776000000003,0.050840960000000004,0.8158096363914975,0.4947716747806308,0.6838965869209577,0.36847680874945665,0.23007724424596657,0.5820419927325375,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019149T155911.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,296.89,310.64,303.28,292.15,0.62,84.53,105.54,297.53,34.628887,1e-06,8.27516,2019-05-29,2019,5,149,T17SPS,S30,T17SPS,0,0.0238866,0.0486356,0.02996884,0.28661028,0.13494895999999998,0.05221328,0.8106707732335601,0.49842045261201695,0.6228722900185659,0.35976277023366876,0.23234657730428715,0.5764883962516986,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019154T155829.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,296.11,307.51,301.38,292.47,0.6,55.57,112.89,245.28,43.240936,5e-06,7.15635,2019-06-03,2019,6,154,T17SPS,S30,T17SPS,0,0.022871680000000002,0.0478644,0.028822359999999998,0.2825594,0.1304872,0.05175276000000001,0.8148744486510707,0.4940532383992361,0.6606690083671152,0.3681720173946475,0.23025043528617736,0.5810327291252544,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019239T155901.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,294.07,304.63,298.77,293.36,0.74,127.85,53.2,238.13,35.152832,6e-06,9.69603,2019-08-27,2019,8,239,T17SPS,S30,T17SPS,0,0.017099,0.039223680000000004,0.0229264,0.25460172000000003,0.1119752,0.04036080000000001,0.8347814268334321,0.45824845768033523,0.7108521180822112,0.3890766499974958,0.212536787095846,0.602370931374523,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019264T155939.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,292.22,300.94,295.82,289.62,0.76,127.78,37.35,238.86,19.008219,0.0,9.00422,2019-09-21,2019,9,264,T17SPS,S30,T17SPS,0,0.0182548,0.03903504000000001,0.024031080000000003,0.24841048000000002,0.11171016,0.044272040000000006,0.8235872676694407,0.4467267436835879,0.6243564583863896,0.379595904305846,0.20458770848365426,0.5904104920437209,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019284T160209.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,288.16,300.33,293.65,286.52,0.67,72.3,50.26,205.97,16.65304,0.0,7.31856,2019-10-11,2019,10,284,T17SPS,S30,T17SPS,0,0.015693520000000002,0.03391168,0.02202936,0.22645664000000001,0.10367591999999999,0.04098664,0.8226913387474546,0.41184242738962046,0.5393856199181455,0.3719133913964742,0.18630391632985038,0.5894488510014048,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019324T160549.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,279.12,289.2,283.2,280.39,0.81,56.86,19.94,143.12,14.66483,0.0,4.14365,2019-11-20,2019,11,324,T17SPS,S30,T17SPS,0,0.016188479999999998,0.03159604,0.024416160000000003,0.20944664000000002,0.09981016000000002,0.042538160000000005,0.7911924427484833,0.3746982252355147,0.2940626208216195,0.3545159880073776,0.1657125987270622,0.5552817156211936,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019339T160641.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,279.51,289.3,283.22,277.55,0.78,62.64,-17.0,130.74,14.305646,0.0,4.64523,2019-12-05,2019,12,339,T17SPS,S30,T17SPS,0,0.01802808,0.03371692,0.02778992,0.20445452,0.10685927999999999,0.04632388,0.7606838725611688,0.35733609828947227,0.2132787715833655,0.31349474388864235,0.15552525603623493,0.5216762173087849,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019344T160639.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,288.6,295.89,291.02,289.49,0.77,57.7,-20.59,118.76,17.089333,1e-06,3.84237,2019-12-10,2019,12,344,T17SPS,S30,T17SPS,0,0.01857416,0.034721480000000006,0.02898356,0.20432536,0.108438,0.0463546,0.7515434900645891,0.35381971072688345,0.19797153972803927,0.3065811800973106,0.1535593941631036,0.5115431534179341,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019349T160651.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,279.39,289.23,283.38,280.88,0.83,50.64,5.4,124.72,13.129421,1e-06,3.93582,2019-12-15,2019,12,349,T17SPS,S30,T17SPS,0,0.01695384,0.032538599999999994,0.026209160000000002,0.20078828000000004,0.1031662,0.04429048,0.7690796865374341,0.3545792057489745,0.24149724752720014,0.32117335464178726,0.15442218744279057,0.5309617638008365,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.S30.T17SPS.2019354T160649.v2.0.US-HB2_merged.50x50pixels.tif,US-HB2,273.54,284.69,277.54,272.04,0.81,51.57,2.91,130.02,12.169731,0.0,3.41527,2019-12-20,2019,12,354,T17SPS,S30,T17SPS,0,0.01824228,0.032916,0.026296480000000004,0.19701012,0.10341268,0.047907120000000004,0.7644809423456359,0.35040553891267934,0.25172646681228805,0.3115523855046954,0.15061048218922682,0.5258785910205198,False,False,True,False,False,False,ENF,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2018182T104104.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,290.88,304.29,297.27,292.21,0.58,176.74,22.91,280.08,28.105545,2.6e-05,6.01431,2018-07-01,2018,7,182,T31TCJ,L30,T31TCJ,0,0.06306684,0.09662352,0.09933404,0.30488052000000004,0.22760108,0.14539632000000002,0.5085083525937314,0.3598796501221465,-0.02728691997224708,0.1451307237658541,0.15503429096312019,0.25296757677792203,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2018214T104120.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,293.24,307.33,300.55,291.19,0.48,97.62,75.33,266.93,26.643579,0.0,3.03071,2018-08-02,2018,8,214,T31TCJ,L30,T31TCJ,0,0.05985212,0.08724492,0.09133016000000001,0.26723784,0.22811664,0.14552224,0.4905838780928583,0.32186212401869274,-0.04473045924807317,0.07897617076159277,0.1311025759203588,0.2361308923227769,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2018278T104147.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,284.8,301.98,292.21,282.31,0.39,24.74,37.91,164.83,15.816648,1e-06,0.454693,2018-10-05,2018,10,278,T31TCJ,L30,T31TCJ,0,0.06022908,0.08491088,0.09674056,0.22216356000000007,0.22820608000000003,0.15504168,0.3932937586381764,0.232111995715532,-0.12228252555081354,-0.013416801363431083,0.08737554154483805,0.15345805446073302,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2019057T104143.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,279.93,292.29,285.16,279.53,0.71,59.23,1.66,146.69,14.590793,0.0,3.19645,2019-02-26,2019,2,57,T31TCJ,L30,T31TCJ,0,0.051338480000000006,0.07774740000000001,0.07888348,0.25445708,0.19410868,0.13079692,0.5267093809406211,0.32689928593864914,-0.014402001534415065,0.13453634980966891,0.13402493108275812,0.2705181236633617,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2019089T104134.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,277.4,290.69,283.07,278.74,0.62,85.39,31.66,203.98,22.108992,0.0,3.27778,2019-03-30,2019,3,89,T31TCJ,L30,T31TCJ,0,0.0551976,0.08480684000000001,0.08773932,0.27248156,0.21132943999999998,0.14385872,0.5128582218776435,0.3334852826501347,-0.03342264334850087,0.12639671276593553,0.13974440835604643,0.25712138511565136,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2019121T104127.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,280.5,295.02,288.27,282.24,0.58,112.26,41.83,253.21,31.299784,6e-06,7.6501,2019-05-01,2019,5,121,T31TCJ,L30,T31TCJ,0,0.05372936,0.08582108000000001,0.08058404000000001,0.30852436,0.19778348,0.12969036,0.5858015915359318,0.4102425067225395,0.06498855108281987,0.21872242784152812,0.18073406111560478,0.3302987084224473,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2019153T104145.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,287.84,304.56,296.76,286.87,0.53,144.63,29.64,293.31,23.715956,0.0,6.38388,2019-06-02,2019,6,153,T31TCJ,L30,T31TCJ,0,0.057334,0.09002752,0.09094764,0.29017084000000004,0.21673404000000002,0.145789,0.5227329831919986,0.35427492607185995,-0.010117029974609504,0.14487293947535093,0.15168186882852813,0.266646155316332,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2019185T104156.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,294.9,309.24,301.93,289.59,0.44,88.93,78.3,275.14,34.507725,2e-06,1.64062,2019-07-04,2019,7,185,T31TCJ,L30,T31TCJ,0,0.06648728,0.09701504,0.10668244,0.27568568,0.24712752000000002,0.16212248,0.4419909274863187,0.29814440175427764,-0.09061847479304008,0.05462402249981441,0.12185056939789646,0.19290815481587953,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2020012T104212.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,272.36,281.37,277.03,272.51,0.78,19.07,6.12,79.52,12.643439,0.0,2.53675,2020-01-12,2020,1,12,T31TCJ,L30,T31TCJ,0,0.04210956,0.06726084,0.06424312,0.22763896000000003,0.1568362,0.1034648,0.5598008620467553,0.314882574176699,0.046973434665066094,0.1841543157170414,0.12743248604342686,0.30350616007055997,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2020204T104156.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,294.13,305.19,299.13,291.43,0.44,52.43,66.31,180.27,41.618298,7e-06,1.58339,2020-07-22,2020,7,204,T31TCJ,L30,T31TCJ,0,0.07009896,0.10091200000000002,0.11561868,0.26417332,0.25981380000000004,0.17070712000000002,0.39114736487340435,0.2593222521323286,-0.1271998607837418,0.008319899160880042,0.1033306979878586,0.15181356211580657,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2020220T104159.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,293.92,313.12,303.51,285.21,0.39,58.7,74.15,262.31,25.367569,0.0,1.24447,2020-08-07,2020,8,220,T31TCJ,L30,T31TCJ,0,0.07559792000000001,0.10597047999999999,0.12481176000000001,0.26094032,0.26974688,0.184062,0.3528913181751347,0.2358713294477379,-0.15095757002385046,-0.016594634277970182,0.09208357348984146,0.12389249009374699,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.L30.T31TCJ.2020252T104213.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,284.0,301.1,293.13,279.94,0.39,30.28,80.74,214.91,19.990164,1e-06,0.298589,2020-09-08,2020,9,252,T31TCJ,L30,T31TCJ,0,0.06508016,0.09245948000000001,0.10763743999999999,0.22687340000000003,0.24806156000000001,0.17628672,0.35644871777548387,0.21529003345118147,-0.14101004260227645,-0.04461276129261991,0.08086873252736447,0.12637638160141124,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
HLS.S30.T31TCJ.2018056T105019.v2.0.FR-Tou_merged.50x50pixels.tif,FR-Tou,272.03,282.04,276.27,273.69,0.86,46.94,22.51,140.98,17.649542,0.0,3.19663,2018-02-25,2018,2,56,T31TCJ,S30,T31TCJ,0,0.051946000000000006,0.07810744,0.07765628000000001,0.22902592000000005,0.19953524,0.13374776000000002,0.49357165169677275,0.28989827087919845,0.005809703993031823,0.06881323543178772,0.11304070161577297,0.23890543967539912,False,False,False,True,False,False,GRA,False,False,False,True,False,Temperate
